id,detected_lang,score
36543,de,0.9933
34641,de,0.9942
42678,de,0.9942
37889,de,0.9923
33574,de,0.9768
41867,de,0.994
33019,de,0.9948
39550,de,0.9942
42188,de,0.9916
41680,de,0.9939
38330,de,0.9941
33520,de,0.9899
39435,de,0.9939
42539,de,0.9924
35170,de,0.9939
33801,de,0.994
33080,de,0.9945
36038,de,0.9937
38493,de,0.9948
40809,de,0.9927
37931,de,0.9943
35927,de,0.9932
35143,de,0.993
32927,de,0.9933
33747,de,0.9937
36454,de,0.9941
34534,de,0.9937
39269,de,0.9927
39278,de,0.9942
33944,de,0.9939
41207,de,0.9929
35355,de,0.9943
40425,de,0.9939
39097,de,0.9938
39988,de,0.9935
41040,de,0.9938
33783,de,0.994
35505,de,0.9931
37080,de,0.9939
33496,de,0.993
39863,de,0.9919
34143,de,0.9864
38237,de,0.9911
34814,de,0.9931
38752,de,0.9931
34026,de,0.9932
39925,de,0.9939
41825,de,0.9933
40942,de,0.9928
41674,de,0.9938
41119,de,0.9934
33724,de,0.9919
36320,de,0.9931
40566,de,0.9936
36708,de,0.9937
36231,de,0.9944
33904,de,0.9899
33177,de,0.9933
42660,de,0.9942
42319,de,0.9941
35963,de,0.9941
42402,de,0.9937
40462,de,0.9919
42545,de,0.9936
33582,de,0.9946
39000,de,0.9933
39611,de,0.9932
33833,de,0.9932
34160,de,0.9925
41504,de,0.9941
33150,de,0.9933
41110,de,0.9934
35987,de,0.9938
41697,de,0.9934
35312,de,0.994
40755,de,0.9937
34925,de,0.9923
40546,de,0.9923
40544,de,0.9935
37953,de,0.9923
42135,de,0.9945
40054,de,0.9932
41721,de,0.9944
33012,de,0.9924
37365,de,0.9941
39654,de,0.9938
36290,de,0.9937
37396,de,0.9931
34946,de,0.994
33844,de,0.9944
36552,de,0.9907
40714,de,0.9931
38776,de,0.9912
33621,de,0.9927
38767,de,0.993
34658,de,0.9943
38885,de,0.993
35399,de,0.9936
41287,de,0.994
36410,de,0.9928
36199,de,0.9926
41262,de,0.9934
34590,de,0.9934
33632,de,0.9926
33768,de,0.9937
38764,de,0.9941
32975,de,0.9937
33558,de,0.9938
40342,de,0.9929
40547,de,0.993
36806,de,0.9931
39092,de,0.9936
34852,de,0.994
37308,de,0.9926
41160,de,0.9927
39313,de,0.9943
35483,de,0.9924
40749,de,0.9932
39242,de,0.9938
35134,de,0.9941
39488,de,0.9937
40275,de,0.9935
36134,de,0.9927
35281,de,0.9906
40667,de,0.9921
42644,de,0.9942
36904,de,0.9925
41542,de,0.9947
35871,de,0.994
34175,de,0.9924
41037,de,0.9938
36385,de,0.9937
34329,de,0.9938
34022,de,0.9936
40721,de,0.9936
41992,de,0.9938
40764,de,0.9931
41863,de,0.9933
34248,de,0.9933
41585,de,0.9939
35974,de,0.994
33195,de,0.9937
36404,de,0.9902
38241,de,0.9946
36980,de,0.9936
35008,de,0.9626
33298,de,0.9876
33452,de,0.9901
33031,de,0.9929
41392,de,0.9932
42447,de,0.9936
36174,de,0.9941
36830,de,0.9933
33157,de,0.9929
39065,de,0.9939
33971,de,0.9941
37178,de,0.994
36910,de,0.9934
40750,de,0.9935
39441,de,0.9948
38891,de,0.9927
34292,de,0.9931
41548,de,0.9922
40585,de,0.9934
39740,de,0.9941
38607,de,0.9919
41321,de,0.9937
39987,de,0.9937
34402,de,0.9944
33707,de,0.9948
35290,de,0.9898
34018,de,0.9932
38618,de,0.9945
41544,de,0.9944
41391,de,0.9945
35320,de,0.994
39990,de,0.9928
40817,de,0.9929
33169,de,0.9925
37549,de,0.9937
34231,de,0.9932
38878,de,0.9926
37204,de,0.9945
36681,de,0.9938
36606,de,0.9933
41166,de,0.9939
34341,de,0.9938
42839,de,0.9942
41450,de,0.9935
38249,de,0.9932
38098,de,0.9942
38341,de,0.9935
35167,de,0.9938
37431,de,0.992
35322,de,0.9935
35404,de,0.9939
38437,de,0.994
42431,de,0.9925
40571,de,0.9925
36521,de,0.9929
36706,de,0.9935
38889,de,0.9929
41345,de,0.9939
35495,de,0.9935
34743,de,0.9928
40866,de,0.9918
40076,de,0.9933
34399,de,0.9934
40403,de,0.9932
39789,de,0.9938
35565,de,0.9939
37754,de,0.9942
37910,de,0.9939
33523,de,0.9934
34324,de,0.9938
34829,de,0.9939
35186,de,0.9927
37609,de,0.9936
38173,de,0.9939
34039,de,0.9932
39951,de,0.9936
37469,de,0.993
36734,de,0.9935
36704,de,0.9916
37077,de,0.9926
36362,de,0.9945
39131,de,0.9934
33564,de,0.9923
35615,de,0.9944
41750,de,0.9942
42735,de,0.9924
33925,de,0.9941
40413,de,0.9935
35476,de,0.9941
36033,de,0.9942
35126,de,0.9944
36882,de,0.9935
35484,de,0.9939
38730,de,0.9912
40882,de,0.9931
38784,de,0.993
36486,de,0.9937
40748,de,0.9939
35777,de,0.994
33598,de,0.9926
36366,de,0.9932
42608,de,0.9942
36218,de,0.9945
36009,de,0.9942
33927,de,0.994
33164,de,0.9936
37494,de,0.994
38410,de,0.9939
42570,de,0.9935
37790,de,0.9942
34121,de,0.9932
40133,de,0.9944
42638,de,0.9949
33931,de,0.9937
40144,de,0.9938
40862,de,0.9927
40071,de,0.9936
41531,de,0.9925
34746,de,0.9941
40744,de,0.9943
37079,de,0.9945
33968,de,0.994
33614,de,0.9929
41760,de,0.9943
42648,de,0.9932
38583,de,0.9938
36104,de,0.9932
38179,de,0.9942
34523,de,0.994
41641,de,0.9934
33196,de,0.9905
41937,de,0.9935
36877,de,0.9938
36541,de,0.9943
36066,de,0.9941
37504,de,0.9937
42819,de,0.9943
38539,de,0.9908
35980,de,0.9937
36590,de,0.9926
34750,de,0.9937
37177,de,0.994
38845,de,0.993
39493,de,0.993
33850,de,0.9941
33743,de,0.994
39045,de,0.9939
35936,de,0.9932
37992,de,0.9944
39449,de,0.9949
32888,de,0.9929
40922,ur,0.3676
37360,de,0.9934
42282,de,0.9939
39300,de,0.9934
